ï»¿Country Name,Country Code,Series Name,2013 [YR2013]
Malaysia,MYS,Improved water source (% of population with access),..
Maldives,MDV,Improved water source (% of population with access),..
Mali,MLI,Improved water source (% of population with access),..
Malta,MLT,Improved water source (% of population with access),..
Marshall Islands,MHL,Improved water source (% of population with access),..
Mauritania,MRT,Improved water source (% of population with access),..
Mauritius,MUS,Improved water source (% of population with access),..
Mexico,MEX,Improved water source (% of population with access),..
"Micronesia, Fed. Sts.",FSM,Improved water source (% of population with access),..
Middle East & North Africa (all income levels),MEA,Improved water source (% of population with access),..
Middle East & North Africa (developing only),MNA,Improved water source (% of population with access),..
Middle income,MIC,Improved water source (% of population with access),..
Moldova,MDA,Improved water source (% of population with access),..
Monaco,MCO,Improved water source (% of population with access),..
Mongolia,MNG,Improved water source (% of population with access),..
Montenegro,MNE,Improved water source (% of population with access),..
Morocco,MAR,Improved water source (% of population with access),..
Mozambique,MOZ,Improved water source (% of population with access),..
Myanmar,MMR,Improved water source (% of population with access),..
Namibia,NAM,Improved water source (% of population with access),..
Nepal,NPL,Improved water source (% of population with access),..
Netherlands,NLD,Improved water source (% of population with access),..
New Caledonia,NCL,Improved water source (% of population with access),..
New Zealand,NZL,Improved water source (% of population with access),..
Nicaragua,NIC,Improved water source (% of population with access),..
Niger,NER,Improved water source (% of population with access),..
Nigeria,NGA,Improved water source (% of population with access),..
North America,NAC,Improved water source (% of population with access),..
Northern Mariana Islands,MNP,Improved water source (% of population with access),..
Norway,NOR,Improved water source (% of population with access),..
Not classified,INX,Improved water source (% of population with access),..
OECD members,OED,Improved water source (% of population with access),..
Oman,OMN,Improved water source (% of population with access),..
Other small states,OSS,Improved water source (% of population with access),..
Pacific island small states,PSS,Improved water source (% of population with access),..
Pakistan,PAK,Improved water source (% of population with access),..
Palau,PLW,Improved water source (% of population with access),..
Panama,PAN,Improved water source (% of population with access),..
Papua New Guinea,PNG,Improved water source (% of population with access),..
Paraguay,PRY,Improved water source (% of population with access),..
Peru,PER,Improved water source (% of population with access),..
Philippines,PHL,Improved water source (% of population with access),..
Poland,POL,Improved water source (% of population with access),..
Portugal,PRT,Improved water source (% of population with access),..
Puerto Rico,PRI,Improved water source (% of population with access),..
Qatar,QAT,Improved water source (% of population with access),..
Romania,ROM,Improved water source (% of population with access),..
Russian Federation,RUS,Improved water source (% of population with access),..
Rwanda,RWA,Improved water source (% of population with access),..
Samoa,WSM,Improved water source (% of population with access),..
San Marino,SMR,Improved water source (% of population with access),..
Sao Tome and Principe,STP,Improved water source (% of population with access),..
Saudi Arabia,SAU,Improved water source (% of population with access),..
Senegal,SEN,Improved water source (% of population with access),..
Serbia,SRB,Improved water source (% of population with access),..
Seychelles,SYC,Improved water source (% of population with access),..
Sierra Leone,SLE,Improved water source (% of population with access),..
Singapore,SGP,Improved water source (% of population with access),..
Sint Maarten (Dutch part),SXM,Improved water source (% of population with access),..
Slovak Republic,SVK,Improved water source (% of population with access),..
Slovenia,SVN,Improved water source (% of population with access),..
Small states,SST,Improved water source (% of population with access),..
Solomon Islands,SLB,Improved water source (% of population with access),..
Somalia,SOM,Improved water source (% of population with access),..
South Africa,ZAF,Improved water source (% of population with access),..
South Asia,SAS,Improved water source (% of population with access),..
South Sudan,SSD,Improved water source (% of population with access),..
Spain,ESP,Improved water source (% of population with access),..
Sri Lanka,LKA,Improved water source (% of population with access),..
St. Kitts and Nevis,KNA,Improved water source (% of population with access),..
St. Lucia,LCA,Improved water source (% of population with access),..
St. Martin (French part),MAF,Improved water source (% of population with access),..
St. Vincent and the Grenadines,VCT,Improved water source (% of population with access),..
Sub-Saharan Africa (all income levels),SSF,Improved water source (% of population with access),..
Sub-Saharan Africa (developing only),SSA,Improved water source (% of population with access),..
Sudan,SDN,Improved water source (% of population with access),..
Suriname,SUR,Improved water source (% of population with access),..
Swaziland,SWZ,Improved water source (% of population with access),..
Sweden,SWE,Improved water source (% of population with access),..
Switzerland,CHE,Improved water source (% of population with access),..
Syrian Arab Republic,SYR,Improved water source (% of population with access),..
"Taiwan, China",TWN,Improved water source (% of population with access),..
Tajikistan,TJK,Improved water source (% of population with access),..
Tanzania,TZA,Improved water source (% of population with access),..
Thailand,THA,Improved water source (% of population with access),..
Timor-Leste,TMP,Improved water source (% of population with access),..
Togo,TGO,Improved water source (% of population with access),..
Tonga,TON,Improved water source (% of population with access),..
Trinidad and Tobago,TTO,Improved water source (% of population with access),..
Tunisia,TUN,Improved water source (% of population with access),..
Turkey,TUR,Improved water source (% of population with access),..
Turkmenistan,TKM,Improved water source (% of population with access),..
Turks and Caicos Islands,TCA,Improved water source (% of population with access),..
Tuvalu,TUV,Improved water source (% of population with access),..
Uganda,UGA,Improved water source (% of population with access),..
Ukraine,UKR,Improved water source (% of population with access),..
United Arab Emirates,ARE,Improved water source (% of population with access),..
United Kingdom,GBR,Improved water source (% of population with access),..
United States,USA,Improved water source (% of population with access),..
Upper middle income,UMC,Improved water source (% of population with access),..
Uruguay,URY,Improved water source (% of population with access),..
Uzbekistan,UZB,Improved water source (% of population with access),..
Vanuatu,VUT,Improved water source (% of population with access),..
"Venezuela, RB",VEN,Improved water source (% of population with access),..
Vietnam,VNM,Improved water source (% of population with access),..
Virgin Islands (U.S.),VIR,Improved water source (% of population with access),..
West Bank and Gaza,WBG,Improved water source (% of population with access),..
World,WLD,Improved water source (% of population with access),..
"Yemen, Rep.",YEM,Improved water source (% of population with access),..
Zambia,ZMB,Improved water source (% of population with access),..
Zimbabwe,ZWE,Improved water source (% of population with access),..
Afghanistan,AFG,Improved sanitation facilities (% of population with access),..
Albania,ALB,Improved sanitation facilities (% of population with access),..
Algeria,DZA,Improved sanitation facilities (% of population with access),..
American Samoa,ASM,Improved sanitation facilities (% of population with access),..
Andorra,ADO,Improved sanitation facilities (% of population with access),..
Angola,AGO,Improved sanitation facilities (% of population with access),..
Antigua and Barbuda,ATG,Improved sanitation facilities (% of population with access),..
Arab World,ARB,Improved sanitation facilities (% of population with access),..
Argentina,ARG,Improved sanitation facilities (% of population with access),..
Armenia,ARM,Improved sanitation facilities (% of population with access),..
Aruba,ABW,Improved sanitation facilities (% of population with access),..
Australia,AUS,Improved sanitation facilities (% of population with access),..
Austria,AUT,Improved sanitation facilities (% of population with access),..
Azerbaijan,AZE,Improved sanitation facilities (% of population with access),..
"Bahamas, The",BHS,Improved sanitation facilities (% of population with access),..
Bahrain,BHR,Improved sanitation facilities (% of population with access),..
Bangladesh,BGD,Improved sanitation facilities (% of population with access),..
Barbados,BRB,Improved sanitation facilities (% of population with access),..
Belarus,BLR,Improved sanitation facilities (% of population with access),..
Belgium,BEL,Improved sanitation facilities (% of population with access),..
Belize,BLZ,Improved sanitation facilities (% of population with access),..
Benin,BEN,Improved sanitation facilities (% of population with access),..
Bermuda,BMU,Improved sanitation facilities (% of population with access),..
Bhutan,BTN,Improved sanitation facilities (% of population with access),..
Bolivia,BOL,Improved sanitation facilities (% of population with access),..
Bosnia and Herzegovina,BIH,Improved sanitation facilities (% of population with access),..
Botswana,BWA,Improved sanitation facilities (% of population with access),..
Brazil,BRA,Improved sanitation facilities (% of population with access),..
Brunei Darussalam,BRN,Improved sanitation facilities (% of population with access),..
Bulgaria,BGR,Improved sanitation facilities (% of population with access),..
Burkina Faso,BFA,Improved sanitation facilities (% of population with access),..
Burundi,BDI,Improved sanitation facilities (% of population with access),..
Cabo Verde,CPV,Improved sanitation facilities (% of population with access),..
Cambodia,KHM,Improved sanitation facilities (% of population with access),..
Cameroon,CMR,Improved sanitation facilities (% of population with access),..
Canada,CAN,Improved sanitation facilities (% of population with access),..
Caribbean small states,CSS,Improved sanitation facilities (% of population with access),..
Cayman Islands,CYM,Improved sanitation facilities (% of population with access),..
Central African Republic,CAF,Improved sanitation facilities (% of population with access),..
Central Europe and the Baltics,CEB,Improved sanitation facilities (% of population with access),..
Chad,TCD,Improved sanitation facilities (% of population with access),..
Channel Islands,CHI,Improved sanitation facilities (% of population with access),..
Chile,CHL,Improved sanitation facilities (% of population with access),..
China,CHN,Improved sanitation facilities (% of population with access),..
Colombia,COL,Improved sanitation facilities (% of population with access),..
Comoros,COM,Improved sanitation facilities (% of population with access),..
"Congo, Dem. Rep.",ZAR,Improved sanitation facilities (% of population with access),..
"Congo, Rep.",COG,Improved sanitation facilities (% of population with access),..
Costa Rica,CRI,Improved sanitation facilities (% of population with access),..
Cote d'Ivoire,CIV,Improved sanitation facilities (% of population with access),..
Croatia,HRV,Improved sanitation facilities (% of population with access),..
Cuba,CUB,Improved sanitation facilities (% of population with access),..
Curacao,CUW,Improved sanitation facilities (% of population with access),..
Cyprus,CYP,Improved sanitation facilities (% of population with access),..
Czech Republic,CZE,Improved sanitation facilities (% of population with access),..
Denmark,DNK,Improved sanitation facilities (% of population with access),..
Djibouti,DJI,Improved sanitation facilities (% of population with access),..
Dominica,DMA,Improved sanitation facilities (% of population with access),..
Dominican Republic,DOM,Improved sanitation facilities (% of population with access),..
East Asia & Pacific (all income levels),EAS,Improved sanitation facilities (% of population with access),..
East Asia & Pacific (developing only),EAP,Improved sanitation facilities (% of population with access),..
Ecuador,ECU,Improved sanitation facilities (% of population with access),..
"Egypt, Arab Rep.",EGY,Improved sanitation facilities (% of population with access),..
El Salvador,SLV,Improved sanitation facilities (% of population with access),..
Equatorial Guinea,GNQ,Improved sanitation facilities (% of population with access),..
Eritrea,ERI,Improved sanitation facilities (% of population with access),..
Estonia,EST,Improved sanitation facilities (% of population with access),..
Ethiopia,ETH,Improved sanitation facilities (% of population with access),..
Euro area,EMU,Improved sanitation facilities (% of population with access),..
Europe & Central Asia (all income levels),ECS,Improved sanitation facilities (% of population with access),..
Europe & Central Asia (developing only),ECA,Improved sanitation facilities (% of population with access),..
European Union,EUU,Improved sanitation facilities (% of population with access),..
Faeroe Islands,FRO,Improved sanitation facilities (% of population with access),..
Fiji,FJI,Improved sanitation facilities (% of population with access),..
Finland,FIN,Improved sanitation facilities (% of population with access),..
Fragile and conflict affected situations,FCS,Improved sanitation facilities (% of population with access),..
France,FRA,Improved sanitation facilities (% of population with access),..
French Polynesia,PYF,Improved sanitation facilities (% of population with access),..
Gabon,GAB,Improved sanitation facilities (% of population with access),..
"Gambia, The",GMB,Improved sanitation facilities (% of population with access),..
Georgia,GEO,Improved sanitation facilities (% of population with access),..
Germany,DEU,Improved sanitation facilities (% of population with access),..
Ghana,GHA,Improved sanitation facilities (% of population with access),..
Greece,GRC,Improved sanitation facilities (% of population with access),..
Greenland,GRL,Improved sanitation facilities (% of population with access),..
Grenada,GRD,Improved sanitation facilities (% of population with access),..
Guam,GUM,Improved sanitation facilities (% of population with access),..
Guatemala,GTM,Improved sanitation facilities (% of population with access),..
Guinea,GIN,Improved sanitation facilities (% of population with access),..
Guinea-Bissau,GNB,Improved sanitation facilities (% of population with access),..
Guyana,GUY,Improved sanitation facilities (% of population with access),..
Haiti,HTI,Improved sanitation facilities (% of population with access),..
Heavily indebted poor countries (HIPC),HPC,Improved sanitation facilities (% of population with access),..
High income,HIC,Improved sanitation facilities (% of population with access),..
High income: nonOECD,NOC,Improved sanitation facilities (% of population with access),..
High income: OECD,OEC,Improved sanitation facilities (% of population with access),..
Honduras,HND,Improved sanitation facilities (% of population with access),..
"Hong Kong SAR, China",HKG,Improved sanitation facilities (% of population with access),..
Hungary,HUN,Improved sanitation facilities (% of population with access),..
Iceland,ISL,Improved sanitation facilities (% of population with access),..
India,IND,Improved sanitation facilities (% of population with access),..
Indonesia,IDN,Improved sanitation facilities (% of population with access),..
"Iran, Islamic Rep.",IRN,Improved sanitation facilities (% of population with access),..
Iraq,IRQ,Improved sanitation facilities (% of population with access),..
Ireland,IRL,Improved sanitation facilities (% of population with access),..
Isle of Man,IMY,Improved sanitation facilities (% of population with access),..
Israel,ISR,Improved sanitation facilities (% of population with access),..
Italy,ITA,Improved sanitation facilities (% of population with access),..
Jamaica,JAM,Improved sanitation facilities (% of population with access),..
Japan,JPN,Improved sanitation facilities (% of population with access),..
Jordan,JOR,Improved sanitation facilities (% of population with access),..
Kazakhstan,KAZ,Improved sanitation facilities (% of population with access),..
Kenya,KEN,Improved sanitation facilities (% of population with access),..
Kiribati,KIR,Improved sanitation facilities (% of population with access),..
"Korea, Dem. Rep.",PRK,Improved sanitation facilities (% of population with access),..
"Korea, Rep.",KOR,Improved sanitation facilities (% of population with access),..
Kosovo,KSV,Improved sanitation facilities (% of population with access),..
Kuwait,KWT,Improved sanitation facilities (% of population with access),..
Kyrgyz Republic,KGZ,Improved sanitation facilities (% of population with access),..
Lao PDR,LAO,Improved sanitation facilities (% of population with access),..
Latin America & Caribbean (all income levels),LCN,Improved sanitation facilities (% of population with access),..
Latin America & Caribbean (developing only),LAC,Improved sanitation facilities (% of population with access),..
Latvia,LVA,Improved sanitation facilities (% of population with access),..
Least developed countries: UN classification,LDC,Improved sanitation facilities (% of population with access),..
Lebanon,LBN,Improved sanitation facilities (% of population with access),..
Lesotho,LSO,Improved sanitation facilities (% of population with access),..
Liberia,LBR,Improved sanitation facilities (% of population with access),..
Libya,LBY,Improved sanitation facilities (% of population with access),..
Liechtenstein,LIE,Improved sanitation facilities (% of population with access),..
Lithuania,LTU,Improved sanitation facilities (% of population with access),..
Low & middle income,LMY,Improved sanitation facilities (% of population with access),..
Low income,LIC,Improved sanitation facilities (% of population with access),..
Lower middle income,LMC,Improved sanitation facilities (% of population with access),..
Luxembourg,LUX,Improved sanitation facilities (% of population with access),..
"Macao SAR, China",MAC,Improved sanitation facilities (% of population with access),..
"Macedonia, FYR",MKD,Improved sanitation facilities (% of population with access),..
Madagascar,MDG,Improved sanitation facilities (% of population with access),..
Malawi,MWI,Improved sanitation facilities (% of population with access),..
Malaysia,MYS,Improved sanitation facilities (% of population with access),..
Maldives,MDV,Improved sanitation facilities (% of population with access),..
Mali,MLI,Improved sanitation facilities (% of population with access),..
Malta,MLT,Improved sanitation facilities (% of population with access),..
Marshall Islands,MHL,Improved sanitation facilities (% of population with access),..
Mauritania,MRT,Improved sanitation facilities (% of population with access),..
Mauritius,MUS,Improved sanitation facilities (% of population with access),..
Mexico,MEX,Improved sanitation facilities (% of population with access),..
"Micronesia, Fed. Sts.",FSM,Improved sanitation facilities (% of population with access),..
Middle East & North Africa (all income levels),MEA,Improved sanitation facilities (% of population with access),..
Middle East & North Africa (developing only),MNA,Improved sanitation facilities (% of population with access),..
Middle income,MIC,Improved sanitation facilities (% of population with access),..
Moldova,MDA,Improved sanitation facilities (% of population with access),..
Monaco,MCO,Improved sanitation facilities (% of population with access),..
Mongolia,MNG,Improved sanitation facilities (% of population with access),..
Montenegro,MNE,Improved sanitation facilities (% of population with access),..
Morocco,MAR,Improved sanitation facilities (% of population with access),..
Mozambique,MOZ,Improved sanitation facilities (% of population with access),..
Myanmar,MMR,Improved sanitation facilities (% of population with access),..
Namibia,NAM,Improved sanitation facilities (% of population with access),..
Nepal,NPL,Improved sanitation facilities (% of population with access),..
Netherlands,NLD,Improved sanitation facilities (% of population with access),..
New Caledonia,NCL,Improved sanitation facilities (% of population with access),..
New Zealand,NZL,Improved sanitation facilities (% of population with access),..
Nicaragua,NIC,Improved sanitation facilities (% of population with access),..
Niger,NER,Improved sanitation facilities (% of population with access),..
Nigeria,NGA,Improved sanitation facilities (% of population with access),..
North America,NAC,Improved sanitation facilities (% of population with access),..
Northern Mariana Islands,MNP,Improved sanitation facilities (% of population with access),..
Norway,NOR,Improved sanitation facilities (% of population with access),..
Not classified,INX,Improved sanitation facilities (% of population with access),..
OECD members,OED,Improved sanitation facilities (% of population with access),..
Oman,OMN,Improved sanitation facilities (% of population with access),..
Other small states,OSS,Improved sanitation facilities (% of population with access),..
Pacific island small states,PSS,Improved sanitation facilities (% of population with access),..
Pakistan,PAK,Improved sanitation facilities (% of population with access),..
Palau,PLW,Improved sanitation facilities (% of population with access),..
Panama,PAN,Improved sanitation facilities (% of population with access),..
Papua New Guinea,PNG,Improved sanitation facilities (% of population with access),..
Paraguay,PRY,Improved sanitation facilities (% of population with access),..
Peru,PER,Improved sanitation facilities (% of population with access),..
Philippines,PHL,Improved sanitation facilities (% of population with access),..
Poland,POL,Improved sanitation facilities (% of population with access),..
Portugal,PRT,Improved sanitation facilities (% of population with access),..
Puerto Rico,PRI,Improved sanitation facilities (% of population with access),..
Qatar,QAT,Improved sanitation facilities (% of population with access),..
Romania,ROM,Improved sanitation facilities (% of population with access),..
Russian Federation,RUS,Improved sanitation facilities (% of population with access),..
Rwanda,RWA,Improved sanitation facilities (% of population with access),..
Samoa,WSM,Improved sanitation facilities (% of population with access),..
San Marino,SMR,Improved sanitation facilities (% of population with access),..
Sao Tome and Principe,STP,Improved sanitation facilities (% of population with access),..
Saudi Arabia,SAU,Improved sanitation facilities (% of population with access),..
Senegal,SEN,Improved sanitation facilities (% of population with access),..
Serbia,SRB,Improved sanitation facilities (% of population with access),..
Seychelles,SYC,Improved sanitation facilities (% of population with access),..
Sierra Leone,SLE,Improved sanitation facilities (% of population with access),..
Singapore,SGP,Improved sanitation facilities (% of population with access),..
Sint Maarten (Dutch part),SXM,Improved sanitation facilities (% of population with access),..
Slovak Republic,SVK,Improved sanitation facilities (% of population with access),..
Slovenia,SVN,Improved sanitation facilities (% of population with access),..
Small states,SST,Improved sanitation facilities (% of population with access),..
Solomon Islands,SLB,Improved sanitation facilities (% of population with access),..
Somalia,SOM,Improved sanitation facilities (% of population with access),..
South Africa,ZAF,Improved sanitation facilities (% of population with access),..
South Asia,SAS,Improved sanitation facilities (% of population with access),..
South Sudan,SSD,Improved sanitation facilities (% of population with access),..
Spain,ESP,Improved sanitation facilities (% of population with access),..
Sri Lanka,LKA,Improved sanitation facilities (% of population with access),..
St. Kitts and Nevis,KNA,Improved sanitation facilities (% of population with access),..
St. Lucia,LCA,Improved sanitation facilities (% of population with access),..
St. Martin (French part),MAF,Improved sanitation facilities (% of population with access),..
St. Vincent and the Grenadines,VCT,Improved sanitation facilities (% of population with access),..
Sub-Saharan Africa (all income levels),SSF,Improved sanitation facilities (% of population with access),..
Sub-Saharan Africa (developing only),SSA,Improved sanitation facilities (% of population with access),..
Sudan,SDN,Improved sanitation facilities (% of population with access),..
Suriname,SUR,Improved sanitation facilities (% of population with access),..
Swaziland,SWZ,Improved sanitation facilities (% of population with access),..
Sweden,SWE,Improved sanitation facilities (% of population with access),..
Switzerland,CHE,Improved sanitation facilities (% of population with access),..
Syrian Arab Republic,SYR,Improved sanitation facilities (% of population with access),..
"Taiwan, China",TWN,Improved sanitation facilities (% of population with access),..
Tajikistan,TJK,Improved sanitation facilities (% of population with access),..
Tanzania,TZA,Improved sanitation facilities (% of population with access),..
Thailand,THA,Improved sanitation facilities (% of population with access),..
Timor-Leste,TMP,Improved sanitation facilities (% of population with access),..
Togo,TGO,Improved sanitation facilities (% of population with access),..
Tonga,TON,Improved sanitation facilities (% of population with access),..
Trinidad and Tobago,TTO,Improved sanitation facilities (% of population with access),..
Tunisia,TUN,Improved sanitation facilities (% of population with access),..
Turkey,TUR,Improved sanitation facilities (% of population with access),..
Turkmenistan,TKM,Improved sanitation facilities (% of population with access),..
Turks and Caicos Islands,TCA,Improved sanitation facilities (% of population with access),..
Tuvalu,TUV,Improved sanitation facilities (% of population with access),..
Uganda,UGA,Improved sanitation facilities (% of population with access),..
Ukraine,UKR,Improved sanitation facilities (% of population with access),..
United Arab Emirates,ARE,Improved sanitation facilities (% of population with access),..
United Kingdom,GBR,Improved sanitation facilities (% of population with access),..
United States,USA,Improved sanitation facilities (% of population with access),..
Upper middle income,UMC,Improved sanitation facilities (% of population with access),..
Uruguay,URY,Improved sanitation facilities (% of population with access),..
Uzbekistan,UZB,Improved sanitation facilities (% of population with access),..
Vanuatu,VUT,Improved sanitation facilities (% of population with access),..
"Venezuela, RB",VEN,Improved sanitation facilities (% of population with access),..
Vietnam,VNM,Improved sanitation facilities (% of population with access),..
Virgin Islands (U.S.),VIR,Improved sanitation facilities (% of population with access),..
West Bank and Gaza,WBG,Improved sanitation facilities (% of population with access),..
World,WLD,Improved sanitation facilities (% of population with access),..
"Yemen, Rep.",YEM,Improved sanitation facilities (% of population with access),..
Zambia,ZMB,Improved sanitation facilities (% of population with access),..
Zimbabwe,ZWE,Improved sanitation facilities (% of population with access),..
Afghanistan,AFG,Imports of goods and services (% of GDP),49.12366858
Albania,ALB,Imports of goods and services (% of GDP),52.91894367
Algeria,DZA,Imports of goods and services (% of GDP),30.2791537
American Samoa,ASM,Imports of goods and services (% of GDP),..
Andorra,ADO,Imports of goods and services (% of GDP),..
Angola,AGO,Imports of goods and services (% of GDP),40.71680979
Antigua and Barbuda,ATG,Imports of goods and services (% of GDP),60.03627607
Arab World,ARB,Imports of goods and services (% of GDP),43.14279475
Argentina,ARG,Imports of goods and services (% of GDP),14.39584912
Armenia,ARM,Imports of goods and services (% of GDP),48.04668713
Aruba,ABW,Imports of goods and services (% of GDP),..
Australia,AUS,Imports of goods and services (% of GDP),21.11307188
Austria,AUT,Imports of goods and services (% of GDP),49.91531166
Azerbaijan,AZE,Imports of goods and services (% of GDP),26.86983826
"Bahamas, The",BHS,Imports of goods and services (% of GDP),55.75983633
Bahrain,BHR,Imports of goods and services (% of GDP),..
Bangladesh,BGD,Imports of goods and services (% of GDP),26.75852861
Barbados,BRB,Imports of goods and services (% of GDP),49.92291521
Belarus,BLR,Imports of goods and services (% of GDP),63.52619052
Belgium,BEL,Imports of goods and services (% of GDP),81.42403894
Belize,BLZ,Imports of goods and services (% of GDP),66.32006485
Benin,BEN,Imports of goods and services (% of GDP),33.5006457
Bermuda,BMU,Imports of goods and services (% of GDP),29.59251558
Bhutan,BTN,Imports of goods and services (% of GDP),62.87244438
Bolivia,BOL,Imports of goods and services (% of GDP),37.20903837
Bosnia and Herzegovina,BIH,Imports of goods and services (% of GDP),53.05894952
Botswana,BWA,Imports of goods and services (% of GDP),54.33762262
Brazil,BRA,Imports of goods and services (% of GDP),14.35620154
Brunei Darussalam,BRN,Imports of goods and services (% of GDP),32.4848569
Bulgaria,BGR,Imports of goods and services (% of GDP),68.97277794
Burkina Faso,BFA,Imports of goods and services (% of GDP),37.28682255
Burundi,BDI,Imports of goods and services (% of GDP),34.24535243
Cabo Verde,CPV,Imports of goods and services (% of GDP),..
Cambodia,KHM,Imports of goods and services (% of GDP),73.84297522
Cameroon,CMR,Imports of goods and services (% of GDP),28.90939125
Canada,CAN,Imports of goods and services (% of GDP),31.79000073
Caribbean small states,CSS,Imports of goods and services (% of GDP),49.09999429
Cayman Islands,CYM,Imports of goods and services (% of GDP),..
Central African Republic,CAF,Imports of goods and services (% of GDP),24.57464608
Central Europe and the Baltics,CEB,Imports of goods and services (% of GDP),60.18402693
Chad,TCD,Imports of goods and services (% of GDP),39.08332409
Channel Islands,CHI,Imports of goods and services (% of GDP),..
Chile,CHL,Imports of goods and services (% of GDP),33.06321126
China,CHN,Imports of goods and services (% of GDP),20.58394514
Colombia,COL,Imports of goods and services (% of GDP),20.22084964
Comoros,COM,Imports of goods and services (% of GDP),55.04637183
"Congo, Dem. Rep.",ZAR,Imports of goods and services (% of GDP),41.79748636
"Congo, Rep.",COG,Imports of goods and services (% of GDP),66.07197804
Costa Rica,CRI,Imports of goods and services (% of GDP),39.03483835
Cote d'Ivoire,CIV,Imports of goods and services (% of GDP),41.15195043
Croatia,HRV,Imports of goods and services (% of GDP),42.48019749
Cuba,CUB,Imports of goods and services (% of GDP),20.22276172
Curacao,CUW,Imports of goods and services (% of GDP),..
Cyprus,CYP,Imports of goods and services (% of GDP),48.34526744
Czech Republic,CZE,Imports of goods and services (% of GDP),71.4415627
Denmark,DNK,Imports of goods and services (% of GDP),48.53299392
Djibouti,DJI,Imports of goods and services (% of GDP),..
Dominica,DMA,Imports of goods and services (% of GDP),47.16053763
Dominican Republic,DOM,Imports of goods and services (% of GDP),31.17962045
East Asia & Pacific (all income levels),EAS,Imports of goods and services (% of GDP),31.44051634
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),27.77375366
Ecuador,ECU,Imports of goods and services (% of GDP),31.6337284
"Egypt, Arab Rep.",EGY,Imports of goods and services (% of GDP),24.78183996
El Salvador,SLV,Imports of goods and services (% of GDP),45.81043814
Equatorial Guinea,GNQ,Imports of goods and services (% of GDP),68.56107704
Eritrea,ERI,Imports of goods and services (% of GDP),..
Estonia,EST,Imports of goods and services (% of GDP),84.64522808
Ethiopia,ETH,Imports of goods and services (% of GDP),29.06306913
Euro area,EMU,Imports of goods and services (% of GDP),39.67931551
Europe & Central Asia (all income levels),ECS,Imports of goods and services (% of GDP),38.95597672
Europe & Central Asia (developing only),ECA,Imports of goods and services (% of GDP),39.32108097
European Union,EUU,Imports of goods and services (% of GDP),39.30587147
Faeroe Islands,FRO,Imports of goods and services (% of GDP),57.11949857
Fiji,FJI,Imports of goods and services (% of GDP),77.58118346
Finland,FIN,Imports of goods and services (% of GDP),39.3009728
Fragile and conflict affected situations,FCS,Imports of goods and services (% of GDP),48.34564192
France,FRA,Imports of goods and services (% of GDP),30.35966294
French Polynesia,PYF,Imports of goods and services (% of GDP),..
Gabon,GAB,Imports of goods and services (% of GDP),36.53961176
"Gambia, The",GMB,Imports of goods and services (% of GDP),50.84687464
Georgia,GEO,Imports of goods and services (% of GDP),57.6413824
Germany,DEU,Imports of goods and services (% of GDP),39.75386904
Ghana,GHA,Imports of goods and services (% of GDP),46.30568847
Greece,GRC,Imports of goods and services (% of GDP),33.19231762
Greenland,GRL,Imports of goods and services (% of GDP),..
Grenada,GRD,Imports of goods and services (% of GDP),50.79787234
Guam,GUM,Imports of goods and services (% of GDP),..
Guatemala,GTM,Imports of goods and services (% of GDP),34.82864223
Guinea,GIN,Imports of goods and services (% of GDP),54.60720572
Guinea-Bissau,GNB,Imports of goods and services (% of GDP),24.25386969
Guyana,GUY,Imports of goods and services (% of GDP),..
Haiti,HTI,Imports of goods and services (% of GDP),48.48942092
Heavily indebted poor countries (HIPC),HPC,Imports of goods and services (% of GDP),39.30190474
High income,HIC,Imports of goods and services (% of GDP),29.72964584
High income: nonOECD,NOC,Imports of goods and services (% of GDP),59.91958276
High income: OECD,OEC,Imports of goods and services (% of GDP),27.67645859
Honduras,HND,Imports of goods and services (% of GDP),68.36452262
"Hong Kong SAR, China",HKG,Imports of goods and services (% of GDP),227.3452536
Hungary,HUN,Imports of goods and services (% of GDP),81.16752924
Iceland,ISL,Imports of goods and services (% of GDP),47.44464464
India,IND,Imports of goods and services (% of GDP),28.12107832
Indonesia,IDN,Imports of goods and services (% of GDP),24.76931514
"Iran, Islamic Rep.",IRN,Imports of goods and services (% of GDP),..
Iraq,IRQ,Imports of goods and services (% of GDP),36.34451805
Ireland,IRL,Imports of goods and services (% of GDP),84.49738888
Isle of Man,IMY,Imports of goods and services (% of GDP),..
Israel,ISR,Imports of goods and services (% of GDP),31.55089848
Italy,ITA,Imports of goods and services (% of GDP),26.49530384
Jamaica,JAM,Imports of goods and services (% of GDP),52.63435367
Japan,JPN,Imports of goods and services (% of GDP),18.99106072
Jordan,JOR,Imports of goods and services (% of GDP),71.95651081
Kazakhstan,KAZ,Imports of goods and services (% of GDP),26.69597895
Kenya,KEN,Imports of goods and services (% of GDP),33.38572052
Kiribati,KIR,Imports of goods and services (% of GDP),110.5142857
"Korea, Dem. Rep.",PRK,Imports of goods and services (% of GDP),..
"Korea, Rep.",KOR,Imports of goods and services (% of GDP),48.8956766
Kosovo,KSV,Imports of goods and services (% of GDP),48.94319931
Kuwait,KWT,Imports of goods and services (% of GDP),26.54695102
Kyrgyz Republic,KGZ,Imports of goods and services (% of GDP),91.77663169
Lao PDR,LAO,Imports of goods and services (% of GDP),46.14796525
Latin America & Caribbean (all income levels),LCN,Imports of goods and services (% of GDP),25.88004325
